edge_id	executable	legacy_source	kind	legacy_targets	legacy_continuation	operation	native_function	native_test_or_fixture	status	prerequisites
edge-5281	yt.exe	YT-SUB:A27A	jump	YT-SUB:A35C		e9df00 jmp 0xa35c	src/yt_session.c::{sector_entry,emergency_warp,reload_player,session_timed_wait,session_present_text,session_attention,session_sound}; src/yt_game.c::{yt_emergency_warp_duration,yt_emergency_warp_destination,yt_emergency_warp_cost,yt_emergency_warp_player_overlay,yt_emergency_warp_result_row,yt_emergency_warp_stranded_row}	tests/test_score.c::check_emergency_warp_model; tests/test_presentation.c::test_black_hole_presentation; tests/test_input_model.c::{test_timed_wait,test_arbitration}; tests/test_sound.c; upstream tests/test_ytblackhole_output.py (20 cases)	candidate	exact black-hole admission, queue clear, gauge, one-through-31 tick boundaries, fresh GET, three post-gauge draws, normal/meltdown rows and sounds, raw sector/turn overlay, successful-PUT cache timing and all three caller returns are represented; add complete injected provider/FIELD/cache/wait/local/failure-prefix and physical endpoint fixtures
edge-5282	yt.exe	YT-SUB:A296	native-call	YT-SUB:A406	YT-SUB:A29B	9a06a4420f call 0xf42:0xa406	src/yt_session.c::{sector_entry,emergency_warp,reload_player,session_timed_wait,session_present_text,session_attention,session_sound}; src/yt_game.c::{yt_emergency_warp_duration,yt_emergency_warp_destination,yt_emergency_warp_cost,yt_emergency_warp_player_overlay,yt_emergency_warp_result_row,yt_emergency_warp_stranded_row}	tests/test_score.c::check_emergency_warp_model; tests/test_presentation.c::test_black_hole_presentation; tests/test_input_model.c::{test_timed_wait,test_arbitration}; tests/test_sound.c; upstream tests/test_ytblackhole_output.py (20 cases)	candidate	exact black-hole admission, queue clear, gauge, one-through-31 tick boundaries, fresh GET, three post-gauge draws, normal/meltdown rows and sounds, raw sector/turn overlay, successful-PUT cache timing and all three caller returns are represented; add complete injected provider/FIELD/cache/wait/local/failure-prefix and physical endpoint fixtures
edge-5283	yt.exe	YT-SUB:A2B4	native-call	YT-SUB:1B9C	YT-SUB:A2B9	9a9c1b420f call 0xf42:0x1b9c	src/yt_session.c::{sector_entry,emergency_warp,reload_player,session_timed_wait,session_present_text,session_attention,session_sound}; src/yt_game.c::{yt_emergency_warp_duration,yt_emergency_warp_destination,yt_emergency_warp_cost,yt_emergency_warp_player_overlay,yt_emergency_warp_result_row,yt_emergency_warp_stranded_row}	tests/test_score.c::check_emergency_warp_model; tests/test_presentation.c::test_black_hole_presentation; tests/test_input_model.c::{test_timed_wait,test_arbitration}; tests/test_sound.c; upstream tests/test_ytblackhole_output.py (20 cases)	candidate	exact black-hole admission, queue clear, gauge, one-through-31 tick boundaries, fresh GET, three post-gauge draws, normal/meltdown rows and sounds, raw sector/turn overlay, successful-PUT cache timing and all three caller returns are represented; add complete injected provider/FIELD/cache/wait/local/failure-prefix and physical endpoint fixtures
edge-5284	yt.exe	YT-SUB:A2C6	native-call	YT-SUB:1B78	YT-SUB:A2CB	9a781b420f call 0xf42:0x1b78	src/yt_session.c::{sector_entry,emergency_warp,reload_player,session_timed_wait,session_present_text,session_attention,session_sound}; src/yt_game.c::{yt_emergency_warp_duration,yt_emergency_warp_destination,yt_emergency_warp_cost,yt_emergency_warp_player_overlay,yt_emergency_warp_result_row,yt_emergency_warp_stranded_row}	tests/test_score.c::check_emergency_warp_model; tests/test_presentation.c::test_black_hole_presentation; tests/test_input_model.c::{test_timed_wait,test_arbitration}; tests/test_sound.c; upstream tests/test_ytblackhole_output.py (20 cases)	candidate	exact black-hole admission, queue clear, gauge, one-through-31 tick boundaries, fresh GET, three post-gauge draws, normal/meltdown rows and sounds, raw sector/turn overlay, successful-PUT cache timing and all three caller returns are represented; add complete injected provider/FIELD/cache/wait/local/failure-prefix and physical endpoint fixtures
edge-5285	yt.exe	YT-SUB:A2D8	native-call	YT-SUB:1B9C	YT-SUB:A2DD	9a9c1b420f call 0xf42:0x1b9c	src/yt_session.c::{sector_entry,emergency_warp,reload_player,session_timed_wait,session_present_text,session_attention,session_sound}; src/yt_game.c::{yt_emergency_warp_duration,yt_emergency_warp_destination,yt_emergency_warp_cost,yt_emergency_warp_player_overlay,yt_emergency_warp_result_row,yt_emergency_warp_stranded_row}	tests/test_score.c::check_emergency_warp_model; tests/test_presentation.c::test_black_hole_presentation; tests/test_input_model.c::{test_timed_wait,test_arbitration}; tests/test_sound.c; upstream tests/test_ytblackhole_output.py (20 cases)	candidate	exact black-hole admission, queue clear, gauge, one-through-31 tick boundaries, fresh GET, three post-gauge draws, normal/meltdown rows and sounds, raw sector/turn overlay, successful-PUT cache timing and all three caller returns are represented; add complete injected provider/FIELD/cache/wait/local/failure-prefix and physical endpoint fixtures
edge-5286	yt.exe	YT-SUB:A2EA	native-call	YT-SUB:1B9C	YT-SUB:A2EF	9a9c1b420f call 0xf42:0x1b9c	src/yt_session.c::{sector_entry,emergency_warp,reload_player,session_timed_wait,session_present_text,session_attention,session_sound}; src/yt_game.c::{yt_emergency_warp_duration,yt_emergency_warp_destination,yt_emergency_warp_cost,yt_emergency_warp_player_overlay,yt_emergency_warp_result_row,yt_emergency_warp_stranded_row}	tests/test_score.c::check_emergency_warp_model; tests/test_presentation.c::test_black_hole_presentation; tests/test_input_model.c::{test_timed_wait,test_arbitration}; tests/test_sound.c; upstream tests/test_ytblackhole_output.py (20 cases)	candidate	exact black-hole admission, queue clear, gauge, one-through-31 tick boundaries, fresh GET, three post-gauge draws, normal/meltdown rows and sounds, raw sector/turn overlay, successful-PUT cache timing and all three caller returns are represented; add complete injected provider/FIELD/cache/wait/local/failure-prefix and physical endpoint fixtures
edge-5287	yt.exe	YT-SUB:A2F5	jump	YT-SUB:A313		e91b00 jmp 0xa313	src/yt_session.c::{sector_entry,emergency_warp,reload_player,session_timed_wait,session_present_text,session_attention,session_sound}; src/yt_game.c::{yt_emergency_warp_duration,yt_emergency_warp_destination,yt_emergency_warp_cost,yt_emergency_warp_player_overlay,yt_emergency_warp_result_row,yt_emergency_warp_stranded_row}	tests/test_score.c::check_emergency_warp_model; tests/test_presentation.c::test_black_hole_presentation; tests/test_input_model.c::{test_timed_wait,test_arbitration}; tests/test_sound.c; upstream tests/test_ytblackhole_output.py (20 cases)	candidate	exact black-hole admission, queue clear, gauge, one-through-31 tick boundaries, fresh GET, three post-gauge draws, normal/meltdown rows and sounds, raw sector/turn overlay, successful-PUT cache timing and all three caller returns are represented; add complete injected provider/FIELD/cache/wait/local/failure-prefix and physical endpoint fixtures
edge-5288	yt.exe	YT-SUB:A305	native-call	YT-SUB:0E42	YT-SUB:A30A	9a420e420f call 0xf42:0xe42	src/yt_session.c::{sector_entry,emergency_warp,reload_player,session_timed_wait,session_present_text,session_attention,session_sound}; src/yt_game.c::{yt_emergency_warp_duration,yt_emergency_warp_destination,yt_emergency_warp_cost,yt_emergency_warp_player_overlay,yt_emergency_warp_result_row,yt_emergency_warp_stranded_row}	tests/test_score.c::check_emergency_warp_model; tests/test_presentation.c::test_black_hole_presentation; tests/test_input_model.c::{test_timed_wait,test_arbitration}; tests/test_sound.c; upstream tests/test_ytblackhole_output.py (20 cases)	candidate	exact black-hole admission, queue clear, gauge, one-through-31 tick boundaries, fresh GET, three post-gauge draws, normal/meltdown rows and sounds, raw sector/turn overlay, successful-PUT cache timing and all three caller returns are represented; add complete injected provider/FIELD/cache/wait/local/failure-prefix and physical endpoint fixtures
edge-5289	yt.exe	YT-SUB:A322	conditional	YT-SUB:A2F8	YT-SUB:A324	76d4 jna 0xa2f8	src/yt_session.c::{sector_entry,emergency_warp,reload_player,session_timed_wait,session_present_text,session_attention,session_sound}; src/yt_game.c::{yt_emergency_warp_duration,yt_emergency_warp_destination,yt_emergency_warp_cost,yt_emergency_warp_player_overlay,yt_emergency_warp_result_row,yt_emergency_warp_stranded_row}	tests/test_score.c::check_emergency_warp_model; tests/test_presentation.c::test_black_hole_presentation; tests/test_input_model.c::{test_timed_wait,test_arbitration}; tests/test_sound.c; upstream tests/test_ytblackhole_output.py (20 cases)	candidate	exact black-hole admission, queue clear, gauge, one-through-31 tick boundaries, fresh GET, three post-gauge draws, normal/meltdown rows and sounds, raw sector/turn overlay, successful-PUT cache timing and all three caller returns are represented; add complete injected provider/FIELD/cache/wait/local/failure-prefix and physical endpoint fixtures
edge-5290	yt.exe	YT-SUB:A331	native-call	YT-SUB:1B9C	YT-SUB:A336	9a9c1b420f call 0xf42:0x1b9c	src/yt_session.c::{sector_entry,emergency_warp,reload_player,session_timed_wait,session_present_text,session_attention,session_sound}; src/yt_game.c::{yt_emergency_warp_duration,yt_emergency_warp_destination,yt_emergency_warp_cost,yt_emergency_warp_player_overlay,yt_emergency_warp_result_row,yt_emergency_warp_stranded_row}	tests/test_score.c::check_emergency_warp_model; tests/test_presentation.c::test_black_hole_presentation; tests/test_input_model.c::{test_timed_wait,test_arbitration}; tests/test_sound.c; upstream tests/test_ytblackhole_output.py (20 cases)	candidate	exact black-hole admission, queue clear, gauge, one-through-31 tick boundaries, fresh GET, three post-gauge draws, normal/meltdown rows and sounds, raw sector/turn overlay, successful-PUT cache timing and all three caller returns are represented; add complete injected provider/FIELD/cache/wait/local/failure-prefix and physical endpoint fixtures
edge-5291	yt.exe	YT-SUB:A354	native-call	YT-SUB:1B9C	YT-SUB:A359	9a9c1b420f call 0xf42:0x1b9c	src/yt_session.c::{sector_entry,emergency_warp,reload_player,session_timed_wait,session_present_text,session_attention,session_sound}; src/yt_game.c::{yt_emergency_warp_duration,yt_emergency_warp_destination,yt_emergency_warp_cost,yt_emergency_warp_player_overlay,yt_emergency_warp_result_row,yt_emergency_warp_stranded_row}	tests/test_score.c::check_emergency_warp_model; tests/test_presentation.c::test_black_hole_presentation; tests/test_input_model.c::{test_timed_wait,test_arbitration}; tests/test_sound.c; upstream tests/test_ytblackhole_output.py (20 cases)	candidate	exact black-hole admission, queue clear, gauge, one-through-31 tick boundaries, fresh GET, three post-gauge draws, normal/meltdown rows and sounds, raw sector/turn overlay, successful-PUT cache timing and all three caller returns are represented; add complete injected provider/FIELD/cache/wait/local/failure-prefix and physical endpoint fixtures
edge-5292	yt.exe	YT-SUB:A359	jump	YT-SUB:A3B8		e95c00 jmp 0xa3b8	src/yt_session.c::{sector_entry,emergency_warp,reload_player,session_timed_wait,session_present_text,session_attention,session_sound}; src/yt_game.c::{yt_emergency_warp_duration,yt_emergency_warp_destination,yt_emergency_warp_cost,yt_emergency_warp_player_overlay,yt_emergency_warp_result_row,yt_emergency_warp_stranded_row}	tests/test_score.c::check_emergency_warp_model; tests/test_presentation.c::test_black_hole_presentation; tests/test_input_model.c::{test_timed_wait,test_arbitration}; tests/test_sound.c; upstream tests/test_ytblackhole_output.py (20 cases)	candidate	exact black-hole admission, queue clear, gauge, one-through-31 tick boundaries, fresh GET, three post-gauge draws, normal/meltdown rows and sounds, raw sector/turn overlay, successful-PUT cache timing and all three caller returns are represented; add complete injected provider/FIELD/cache/wait/local/failure-prefix and physical endpoint fixtures
edge-5293	yt.exe	YT-SUB:A369	native-call	YT-SUB:0E42	YT-SUB:A36E	9a420e420f call 0xf42:0xe42	src/yt_session.c::{sector_entry,emergency_warp,reload_player,session_timed_wait,session_present_text,session_attention,session_sound}; src/yt_game.c::{yt_emergency_warp_duration,yt_emergency_warp_destination,yt_emergency_warp_cost,yt_emergency_warp_player_overlay,yt_emergency_warp_result_row,yt_emergency_warp_stranded_row}	tests/test_score.c::check_emergency_warp_model; tests/test_presentation.c::test_black_hole_presentation; tests/test_input_model.c::{test_timed_wait,test_arbitration}; tests/test_sound.c; upstream tests/test_ytblackhole_output.py (20 cases)	candidate	exact black-hole admission, queue clear, gauge, one-through-31 tick boundaries, fresh GET, three post-gauge draws, normal/meltdown rows and sounds, raw sector/turn overlay, successful-PUT cache timing and all three caller returns are represented; add complete injected provider/FIELD/cache/wait/local/failure-prefix and physical endpoint fixtures
edge-5294	yt.exe	YT-SUB:A37B	native-call	YT-SUB:1B9C	YT-SUB:A380	9a9c1b420f call 0xf42:0x1b9c	src/yt_session.c::{sector_entry,emergency_warp,reload_player,session_timed_wait,session_present_text,session_attention,session_sound}; src/yt_game.c::{yt_emergency_warp_duration,yt_emergency_warp_destination,yt_emergency_warp_cost,yt_emergency_warp_player_overlay,yt_emergency_warp_result_row,yt_emergency_warp_stranded_row}	tests/test_score.c::check_emergency_warp_model; tests/test_presentation.c::test_black_hole_presentation; tests/test_input_model.c::{test_timed_wait,test_arbitration}; tests/test_sound.c; upstream tests/test_ytblackhole_output.py (20 cases)	candidate	exact black-hole admission, queue clear, gauge, one-through-31 tick boundaries, fresh GET, three post-gauge draws, normal/meltdown rows and sounds, raw sector/turn overlay, successful-PUT cache timing and all three caller returns are represented; add complete injected provider/FIELD/cache/wait/local/failure-prefix and physical endpoint fixtures
edge-5295	yt.exe	YT-SUB:A3B3	native-call	YT-SUB:1B9C	YT-SUB:A3B8	9a9c1b420f call 0xf42:0x1b9c	src/yt_session.c::{sector_entry,emergency_warp,reload_player,session_timed_wait,session_present_text,session_attention,session_sound}; src/yt_game.c::{yt_emergency_warp_duration,yt_emergency_warp_destination,yt_emergency_warp_cost,yt_emergency_warp_player_overlay,yt_emergency_warp_result_row,yt_emergency_warp_stranded_row}	tests/test_score.c::check_emergency_warp_model; tests/test_presentation.c::test_black_hole_presentation; tests/test_input_model.c::{test_timed_wait,test_arbitration}; tests/test_sound.c; upstream tests/test_ytblackhole_output.py (20 cases)	candidate	exact black-hole admission, queue clear, gauge, one-through-31 tick boundaries, fresh GET, three post-gauge draws, normal/meltdown rows and sounds, raw sector/turn overlay, successful-PUT cache timing and all three caller returns are represented; add complete injected provider/FIELD/cache/wait/local/failure-prefix and physical endpoint fixtures
edge-5296	yt.exe	YT-SUB:A3FD	subroutine-return	YT-SUB:6C2B,YT:0885,YT:1617		3F:54 SUBROUTINE_END	src/yt_session.c::{sector_entry,emergency_warp,reload_player,session_timed_wait,session_present_text,session_attention,session_sound}; src/yt_game.c::{yt_emergency_warp_duration,yt_emergency_warp_destination,yt_emergency_warp_cost,yt_emergency_warp_player_overlay,yt_emergency_warp_result_row,yt_emergency_warp_stranded_row}	tests/test_score.c::check_emergency_warp_model; tests/test_presentation.c::test_black_hole_presentation; tests/test_input_model.c::{test_timed_wait,test_arbitration}; tests/test_sound.c; upstream tests/test_ytblackhole_output.py (20 cases)	candidate	exact black-hole admission, queue clear, gauge, one-through-31 tick boundaries, fresh GET, three post-gauge draws, normal/meltdown rows and sounds, raw sector/turn overlay, successful-PUT cache timing and all three caller returns are represented; add complete injected provider/FIELD/cache/wait/local/failure-prefix and physical endpoint fixtures
edge-5297	yt.exe	YT-SUB:A431	native-call	YT-SUB:1CE2	YT-SUB:A436	9ae21c420f call 0xf42:0x1ce2	src/yt_presentation.c::yt_present_attention; src/yt_session.c::{session_attention,session_attention_bytes}	tests/test_presentation.c::test_attention; tests/test_sound.c	candidate	exact foreground/background/blink/bold raw-text, blank-line, selector-six sound, ANSI/plain/mode-one endpoints and post-output sound-failure prefix represented; add raw descriptor/frame state, physical output/sound failures and eleven caller joins; local PLAY remains authorized logical event
edge-5298	yt.exe	YT-SUB:A44C	native-call	YT-SUB:1B9C	YT-SUB:A451	9a9c1b420f call 0xf42:0x1b9c	src/yt_presentation.c::yt_present_attention; src/yt_session.c::{session_attention,session_attention_bytes}	tests/test_presentation.c::test_attention; tests/test_sound.c	candidate	exact foreground/background/blink/bold raw-text, blank-line, selector-six sound, ANSI/plain/mode-one endpoints and post-output sound-failure prefix represented; add raw descriptor/frame state, physical output/sound failures and eleven caller joins; local PLAY remains authorized logical event
edge-5299	yt.exe	YT-SUB:A45E	native-call	YT-SUB:0E42	YT-SUB:A463	9a420e420f call 0xf42:0xe42	src/yt_presentation.c::yt_present_attention; src/yt_session.c::{session_attention,session_attention_bytes}	tests/test_presentation.c::test_attention; tests/test_sound.c	candidate	exact foreground/background/blink/bold raw-text, blank-line, selector-six sound, ANSI/plain/mode-one endpoints and post-output sound-failure prefix represented; add raw descriptor/frame state, physical output/sound failures and eleven caller joins; local PLAY remains authorized logical event
edge-5300	yt.exe	YT-SUB:A463	subroutine-return	YT-SUB2:1E18,YT-SUB2:1E5C,YT-SUB:5BF3,YT-SUB:5C32,YT-SUB:6E71,YT-SUB:9FF7,YT-SUB:A29B,YT-SUB:AD02,YT:027D,YT:0871,YT:A7FB		3F:54 SUBROUTINE_END	src/yt_presentation.c::yt_present_attention; src/yt_session.c::{session_attention,session_attention_bytes}	tests/test_presentation.c::test_attention; tests/test_sound.c	candidate	exact foreground/background/blink/bold raw-text, blank-line, selector-six sound, ANSI/plain/mode-one endpoints and post-output sound-failure prefix represented; add raw descriptor/frame state, physical output/sound failures and eleven caller joins; local PLAY remains authorized logical event
edge-5301	yt.exe	YT-SUB:A4A2	conditional	YT-SUB:A4A7	YT-SUB:A4A4	7403 jz 0xa4a7	src/yt_startup_model.c::yt_registration_run; src/qb_format.c::{qb_mbf64_add_raw,qb_mbf64_mul_raw,qb_mbf64_div_raw,qb_mbf64_sqrt_raw,qb_mbf64_floor_positive_raw}; src/yt_session.c::registration; src/yt_text.c::yt_text_stream_line_input_next	tests/test_input_model.c::test_registration_transaction; tests/test_qb.c::test_mbf64; tests/test_data.c::test_line_input_grammar	candidate	exact provider-driven create/LOF/close/delete/reopen/three-line byte grammar, canonicalization, VAL, 56-bit MBF add/multiply/divide/two-pass SQR/INT, registered/evaluation/invalid/beta/anti-tamper state/effect order and every fallible prefix are pinned; physical DOS/BRUN heap/frame residue remains an upstream boundary
edge-5302	yt.exe	YT-SUB:A4A4	jump	YT-SUB:A4B0		e90900 jmp 0xa4b0	src/yt_startup_model.c::yt_registration_run; src/qb_format.c::{qb_mbf64_add_raw,qb_mbf64_mul_raw,qb_mbf64_div_raw,qb_mbf64_sqrt_raw,qb_mbf64_floor_positive_raw}; src/yt_session.c::registration; src/yt_text.c::yt_text_stream_line_input_next	tests/test_input_model.c::test_registration_transaction; tests/test_qb.c::test_mbf64; tests/test_data.c::test_line_input_grammar	candidate	exact provider-driven create/LOF/close/delete/reopen/three-line byte grammar, canonicalization, VAL, 56-bit MBF add/multiply/divide/two-pass SQR/INT, registered/evaluation/invalid/beta/anti-tamper state/effect order and every fallible prefix are pinned; physical DOS/BRUN heap/frame residue remains an upstream boundary
edge-5303	yt.exe	YT-SUB:A4BC	conditional	YT-SUB:A4C1	YT-SUB:A4BE	7403 jz 0xa4c1	src/yt_startup_model.c::yt_registration_run; src/qb_format.c::{qb_mbf64_add_raw,qb_mbf64_mul_raw,qb_mbf64_div_raw,qb_mbf64_sqrt_raw,qb_mbf64_floor_positive_raw}; src/yt_session.c::registration; src/yt_text.c::yt_text_stream_line_input_next	tests/test_input_model.c::test_registration_transaction; tests/test_qb.c::test_mbf64; tests/test_data.c::test_line_input_grammar	candidate	exact provider-driven create/LOF/close/delete/reopen/three-line byte grammar, canonicalization, VAL, 56-bit MBF add/multiply/divide/two-pass SQR/INT, registered/evaluation/invalid/beta/anti-tamper state/effect order and every fallible prefix are pinned; physical DOS/BRUN heap/frame residue remains an upstream boundary
edge-5304	yt.exe	YT-SUB:A4BE	jump	YT-SUB:A4CA		e90900 jmp 0xa4ca	src/yt_startup_model.c::yt_registration_run; src/qb_format.c::{qb_mbf64_add_raw,qb_mbf64_mul_raw,qb_mbf64_div_raw,qb_mbf64_sqrt_raw,qb_mbf64_floor_positive_raw}; src/yt_session.c::registration; src/yt_text.c::yt_text_stream_line_input_next	tests/test_input_model.c::test_registration_transaction; tests/test_qb.c::test_mbf64; tests/test_data.c::test_line_input_grammar	candidate	exact provider-driven create/LOF/close/delete/reopen/three-line byte grammar, canonicalization, VAL, 56-bit MBF add/multiply/divide/two-pass SQR/INT, registered/evaluation/invalid/beta/anti-tamper state/effect order and every fallible prefix are pinned; physical DOS/BRUN heap/frame residue remains an upstream boundary
edge-5305	yt.exe	YT-SUB:A4C7	jump	YT-SUB:A66B		e9a101 jmp 0xa66b	src/yt_startup_model.c::yt_registration_run; src/qb_format.c::{qb_mbf64_add_raw,qb_mbf64_mul_raw,qb_mbf64_div_raw,qb_mbf64_sqrt_raw,qb_mbf64_floor_positive_raw}; src/yt_session.c::registration; src/yt_text.c::yt_text_stream_line_input_next	tests/test_input_model.c::test_registration_transaction; tests/test_qb.c::test_mbf64; tests/test_data.c::test_line_input_grammar	candidate	exact provider-driven create/LOF/close/delete/reopen/three-line byte grammar, canonicalization, VAL, 56-bit MBF add/multiply/divide/two-pass SQR/INT, registered/evaluation/invalid/beta/anti-tamper state/effect order and every fallible prefix are pinned; physical DOS/BRUN heap/frame residue remains an upstream boundary
edge-5306	yt.exe	YT-SUB:A508	native-call	YT-SUB:1866	YT-SUB:A50D	9a6618420f call 0xf42:0x1866	src/yt_startup_model.c::yt_registration_run; src/qb_format.c::{qb_mbf64_add_raw,qb_mbf64_mul_raw,qb_mbf64_div_raw,qb_mbf64_sqrt_raw,qb_mbf64_floor_positive_raw}; src/yt_session.c::registration; src/yt_text.c::yt_text_stream_line_input_next	tests/test_input_model.c::test_registration_transaction; tests/test_qb.c::test_mbf64; tests/test_data.c::test_line_input_grammar	candidate	exact provider-driven create/LOF/close/delete/reopen/three-line byte grammar, canonicalization, VAL, 56-bit MBF add/multiply/divide/two-pass SQR/INT, registered/evaluation/invalid/beta/anti-tamper state/effect order and every fallible prefix are pinned; physical DOS/BRUN heap/frame residue remains an upstream boundary
edge-5307	yt.exe	YT-SUB:A511	native-call	YT-SUB:1866	YT-SUB:A516	9a6618420f call 0xf42:0x1866	src/yt_startup_model.c::yt_registration_run; src/qb_format.c::{qb_mbf64_add_raw,qb_mbf64_mul_raw,qb_mbf64_div_raw,qb_mbf64_sqrt_raw,qb_mbf64_floor_positive_raw}; src/yt_session.c::registration; src/yt_text.c::yt_text_stream_line_input_next	tests/test_input_model.c::test_registration_transaction; tests/test_qb.c::test_mbf64; tests/test_data.c::test_line_input_grammar	candidate	exact provider-driven create/LOF/close/delete/reopen/three-line byte grammar, canonicalization, VAL, 56-bit MBF add/multiply/divide/two-pass SQR/INT, registered/evaluation/invalid/beta/anti-tamper state/effect order and every fallible prefix are pinned; physical DOS/BRUN heap/frame residue remains an upstream boundary
edge-5308	yt.exe	YT-SUB:A540	jump	YT-SUB:A576		e93300 jmp 0xa576	src/yt_startup_model.c::yt_registration_run; src/qb_format.c::{qb_mbf64_add_raw,qb_mbf64_mul_raw,qb_mbf64_div_raw,qb_mbf64_sqrt_raw,qb_mbf64_floor_positive_raw}; src/yt_session.c::registration; src/yt_text.c::yt_text_stream_line_input_next	tests/test_input_model.c::test_registration_transaction; tests/test_qb.c::test_mbf64; tests/test_data.c::test_line_input_grammar	candidate	exact provider-driven create/LOF/close/delete/reopen/three-line byte grammar, canonicalization, VAL, 56-bit MBF add/multiply/divide/two-pass SQR/INT, registered/evaluation/invalid/beta/anti-tamper state/effect order and every fallible prefix are pinned; physical DOS/BRUN heap/frame residue remains an upstream boundary
edge-5309	yt.exe	YT-SUB:A585	conditional	YT-SUB:A544	YT-SUB:A587	76bd jna 0xa544	src/yt_startup_model.c::yt_registration_run; src/qb_format.c::{qb_mbf64_add_raw,qb_mbf64_mul_raw,qb_mbf64_div_raw,qb_mbf64_sqrt_raw,qb_mbf64_floor_positive_raw}; src/yt_session.c::registration; src/yt_text.c::yt_text_stream_line_input_next	tests/test_input_model.c::test_registration_transaction; tests/test_qb.c::test_mbf64; tests/test_data.c::test_line_input_grammar	candidate	exact provider-driven create/LOF/close/delete/reopen/three-line byte grammar, canonicalization, VAL, 56-bit MBF add/multiply/divide/two-pass SQR/INT, registered/evaluation/invalid/beta/anti-tamper state/effect order and every fallible prefix are pinned; physical DOS/BRUN heap/frame residue remains an upstream boundary
edge-5310	yt.exe	YT-SUB:A5B6	jump	YT-SUB:A5EC		e93300 jmp 0xa5ec	src/yt_startup_model.c::yt_registration_run; src/qb_format.c::{qb_mbf64_add_raw,qb_mbf64_mul_raw,qb_mbf64_div_raw,qb_mbf64_sqrt_raw,qb_mbf64_floor_positive_raw}; src/yt_session.c::registration; src/yt_text.c::yt_text_stream_line_input_next	tests/test_input_model.c::test_registration_transaction; tests/test_qb.c::test_mbf64; tests/test_data.c::test_line_input_grammar	candidate	exact provider-driven create/LOF/close/delete/reopen/three-line byte grammar, canonicalization, VAL, 56-bit MBF add/multiply/divide/two-pass SQR/INT, registered/evaluation/invalid/beta/anti-tamper state/effect order and every fallible prefix are pinned; physical DOS/BRUN heap/frame residue remains an upstream boundary
edge-5311	yt.exe	YT-SUB:A5FB	conditional	YT-SUB:A5BA	YT-SUB:A5FD	76bd jna 0xa5ba	src/yt_startup_model.c::yt_registration_run; src/qb_format.c::{qb_mbf64_add_raw,qb_mbf64_mul_raw,qb_mbf64_div_raw,qb_mbf64_sqrt_raw,qb_mbf64_floor_positive_raw}; src/yt_session.c::registration; src/yt_text.c::yt_text_stream_line_input_next	tests/test_input_model.c::test_registration_transaction; tests/test_qb.c::test_mbf64; tests/test_data.c::test_line_input_grammar	candidate	exact provider-driven create/LOF/close/delete/reopen/three-line byte grammar, canonicalization, VAL, 56-bit MBF add/multiply/divide/two-pass SQR/INT, registered/evaluation/invalid/beta/anti-tamper state/effect order and every fallible prefix are pinned; physical DOS/BRUN heap/frame residue remains an upstream boundary
edge-5312	yt.exe	YT-SUB:A62A	conditional	YT-SUB:A62F	YT-SUB:A62C	7403 jz 0xa62f	src/yt_startup_model.c::yt_registration_run; src/qb_format.c::{qb_mbf64_add_raw,qb_mbf64_mul_raw,qb_mbf64_div_raw,qb_mbf64_sqrt_raw,qb_mbf64_floor_positive_raw}; src/yt_session.c::registration; src/yt_text.c::yt_text_stream_line_input_next	tests/test_input_model.c::test_registration_transaction; tests/test_qb.c::test_mbf64; tests/test_data.c::test_line_input_grammar	candidate	exact provider-driven create/LOF/close/delete/reopen/three-line byte grammar, canonicalization, VAL, 56-bit MBF add/multiply/divide/two-pass SQR/INT, registered/evaluation/invalid/beta/anti-tamper state/effect order and every fallible prefix are pinned; physical DOS/BRUN heap/frame residue remains an upstream boundary
edge-5313	yt.exe	YT-SUB:A62C	jump	YT-SUB:A64D		e91e00 jmp 0xa64d	src/yt_startup_model.c::yt_registration_run; src/qb_format.c::{qb_mbf64_add_raw,qb_mbf64_mul_raw,qb_mbf64_div_raw,qb_mbf64_sqrt_raw,qb_mbf64_floor_positive_raw}; src/yt_session.c::registration; src/yt_text.c::yt_text_stream_line_input_next	tests/test_input_model.c::test_registration_transaction; tests/test_qb.c::test_mbf64; tests/test_data.c::test_line_input_grammar	candidate	exact provider-driven create/LOF/close/delete/reopen/three-line byte grammar, canonicalization, VAL, 56-bit MBF add/multiply/divide/two-pass SQR/INT, registered/evaluation/invalid/beta/anti-tamper state/effect order and every fallible prefix are pinned; physical DOS/BRUN heap/frame residue remains an upstream boundary
edge-5314	yt.exe	YT-SUB:A64A	jump	YT-SUB:A66B		e91e00 jmp 0xa66b	src/yt_startup_model.c::yt_registration_run; src/qb_format.c::{qb_mbf64_add_raw,qb_mbf64_mul_raw,qb_mbf64_div_raw,qb_mbf64_sqrt_raw,qb_mbf64_floor_positive_raw}; src/yt_session.c::registration; src/yt_text.c::yt_text_stream_line_input_next	tests/test_input_model.c::test_registration_transaction; tests/test_qb.c::test_mbf64; tests/test_data.c::test_line_input_grammar	candidate	exact provider-driven create/LOF/close/delete/reopen/three-line byte grammar, canonicalization, VAL, 56-bit MBF add/multiply/divide/two-pass SQR/INT, registered/evaluation/invalid/beta/anti-tamper state/effect order and every fallible prefix are pinned; physical DOS/BRUN heap/frame residue remains an upstream boundary
